requests,timestamp,encryptionTime_s,cpuUserDelta_s,cpuSystemDelta_s,rss_MB,heapTotal_MB,heapUsed_MB,external_MB
200,2025-02-25T17:07:20.981Z,1.016,1.050837,0.102185,367.359375,152.015625,116.85918426513672,30.903552055358887
200,2025-02-25T17:07:20.987Z,1.022,1.056327,0.102176,367.875,152.43359375,117.64642333984375,31.356548309326172
200,2025-02-25T17:07:20.992Z,1.027,1.061688,0.102166,368.390625,152.8515625,118.48961639404297,31.871989250183105
200,2025-02-25T17:07:20.998Z,1.032,1.066859,0.102157,368.6484375,153.26953125,119.34014892578125,32.324978828430176
200,2025-02-25T17:07:21.004Z,1.038,1.072473,0.102148,369.1640625,153.6875,120.1201400756836,32.84041786193848
200,2025-02-25T17:07:21.009Z,1.043,1.077783,0.102139,369.6796875,154.10546875,120.96308135986328,33.355916023254395
200,2025-02-25T17:07:21.015Z,1.048,1.083018,0.102131,370.1953125,154.5234375,121.80572509765625,33.808865547180176
200,2025-02-25T17:07:21.022Z,1.055,1.089771,0.102122,370.453125,154.94140625,122.59358978271484,34.324374198913574
200,2025-02-25T17:07:21.027Z,1.061,1.095435,0.102113,370.96875,155.359375,123.43824005126953,34.83974075317383
200,2025-02-25T17:07:21.033Z,1.066,1.100372,0.102104,371.484375,155.77734375,124.28081512451172,35.292670249938965
200,2025-02-25T17:07:21.039Z,1.073,1.106516,0.102096,372,156.1953125,125.06865692138672,35.808156967163086
200,2025-02-25T17:07:21.044Z,1.078,1.111671,0.10208,372.515625,156.61328125,125.91165161132812,36.323707580566406
200,2025-02-25T17:07:21.049Z,1.083,1.116362,0.102079,372.7734375,157.03125,126.75419616699219,36.77657985687256
200,2025-02-25T17:07:21.055Z,1.089,1.121553,0.102079,373.2890625,157.44921875,127.54209899902344,37.292128562927246
200,2025-02-25T17:07:21.060Z,1.093,1.126589,0.102079,373.8046875,157.8671875,128.3845977783203,37.74498176574707
200,2025-02-25T17:07:21.065Z,1.098,1.131589,0.102079,374.3203125,158.28515625,129.22787475585938,38.2604284286499
200,2025-02-25T17:07:21.070Z,1.103,1.136641,0.102079,374.578125,158.703125,130.01535034179688,38.7758846282959
200,2025-02-25T17:07:21.076Z,1.109,1.14166,0.102079,375.09375,159.12109375,130.85794067382812,39.22880935668945
200,2025-02-25T17:07:21.082Z,1.115,1.148521,0.102079,363.59375,147.41796875,108.11515808105469,38.5944938659668
200,2025-02-25T17:07:21.087Z,1.12,1.153337,0.102079,363.84765625,147.8359375,108.9280014038086,39.11003875732422
200,2025-02-25T17:07:21.093Z,1.126,1.158728,0.102079,364.36328125,148.25390625,109.71525573730469,39.56310272216797
