QoS_type,QoS_type_EncryptionTime(ms),QoS_type_EncryptedSize(KB),QoD_model,QoD_model_EncryptionTime(ms),QoD_model_EncryptedSize(KB),QoD_os-version,QoD_os-version_EncryptionTime(ms),QoD_os-version_EncryptedSize(KB),QoS_operator,QoS_operator_EncryptionTime(ms),QoS_operator_EncryptedSize(KB),MOS,MOS_EncryptionTime(ms),MOS_EncryptedSize(KB)
5,2.325,91.16,14,2.189,91.056,17,2.206,91.142,1,2.331,91.248,5,2.27,91.157
2,4.115,91.124,8,4.544,91.248,4,4.212,91.192,3,2.395,91.148,5,2.279,91.238
4,2.316,91.259,15,2.627,91.177,11,5.221,91.204,3,4.997,91.261,3,3.916,91.256
4,2.264,91.237,8,2.422,91.149,4,2.316,91.236,3,3.171,91.244,5,2.413,91.134
4,5.286,91.218,8,4.403,91.257,4,2.408,91.27,3,4.45,91.172,4,2.718,91.191
2,2.291,91.111,8,2.511,91.225,4,2.374,91.187,3,4.675,91.176,4,4.21,91.163
4,2.54,91.295,15,2.488,91.114,9,3.016,91.251,4,2.408,91.178,5,2.525,91.146
5,4.91,91.137,15,5.722,91.242,12,2.434,91.211,4,2.338,91.209,3,2.323,91.231
4,2.343,91.195,8,4.112,91.214,4,4.412,91.132,3,6.01,91.202,4,3.204,91.147
4,2.477,91.192,8,3.873,91.19,4,2.528,91.204,3,2.256,91.188,4,2.26,91.146
4,4.78,91.095,14,4.082,91.206,18,2.274,91.127,3,2.341,91.194,4,2.292,91.176
5,2.458,91.086,3,2.364,91.221,2,3.736,91.182,1,4.027,91.242,4,2.261,91.252
4,2.296,91.159,8,4.104,91.206,4,4.196,91.304,3,2.322,91.228,5,4.998,91.206
4,3.922,91.125,15,2.372,91.169,9,2.337,91.154,4,2.422,91.144,4,3.881,91.18
4,3.948,91.182,14,2.441,91.178,18,3.445,91.145,3,4.337,91.145,4,2.42,91.165
4,3.886,91.194,6,4.127,91.294,5,4.01,91.186,3,2.418,91.126,4,4.61,91.192
4,4.251,91.256,8,2.238,91.281,4,4.025,91.204,3,2.332,91.16,4,2.408,91.189
2,4.044,91.239,8,5.596,91.174,4,4.402,91.234,3,2.456,91.232,4,2.365,91.132
5,2.326,91.105,14,2.413,91.23,17,3.889,91.104,4,3.761,91.239,4,5.506,91.176
5,5.136,91.198,8,2.659,91.273,4,2.468,91.253,4,3.619,91.234,4,2.278,91.141
4,3.449,91.201,6,5.269,91.237,14,2.634,91.235,1,5.259,91.175,4,4.24,91.234
4,2.489,91.145,1,2.303,91.119,1,2.374,91.026,4,3.882,91.053,4,5.066,91.207
2,2.834,91.183,8,2.829,91.205,4,2.394,91.193,3,2.26,91.187,4,2.324,91.128
4,2.317,91.114,8,4.044,91.158,4,4.057,91.222,3,2.329,91.134,4,4.038,91.116
4,3.771,91.155,8,2.29,91.165,4,3.917,91.132,3,4.728,91.127,4,5.655,91.186
4,2.291,91.231,15,2.58,91.157,11,2.291,91.164,4,2.249,91.223,4,2.251,91.271
5,4.859,91.156,14,4.657,91.161,17,2.312,91.251,4,2.562,91.22,4,2.346,91.146
2,3.88,91.224,15,2.352,91.238,11,2.246,91.112,2,3.324,91.262,4,4.243,91.18
4,2.287,91.219,15,2.662,91.143,11,2.638,91.191,2,2.772,91.107,4,3.291,91.143
2,5.411,91.301,3,4.753,91.278,2,2.417,91.315,1,2.709,91.14,4,2.285,91.063
4,2.24,91.184,8,2.225,91.168,4,4.84,91.109,3,2.554,91.233,4,2.236,91.18
4,2.616,91.19,14,2.264,91.203,18,2.351,91.191,3,2.361,91.151,4,2.311,91.186
4,4.113,91.192,8,4.71,91.164,4,3.001,91.178,3,2.823,91.145,4,2.733,91.259
5,2.796,91.109,15,2.447,91.271,9,5.237,91.17,4,3.64,91.175,3,4.054,91.145
3,3.968,91.145,8,2.993,91.264,4,3.877,91.222,3,3.749,91.164,4,4.522,91.15
4,4.054,91.118,8,2.488,91.174,4,4.04,91.205,3,3.97,91.123,4,2.369,91.196
4,2.299,91.103,8,2.539,91.149,4,4.728,91.071,3,3.91,91.208,4,3.22,91.168
2,2.604,91.141,8,2.297,91.175,4,3.864,91.134,3,2.675,91.187,5,3.708,91.214
5,4.309,91.178,9,3.972,91.237,9,3.935,91.205,4,3.957,91.255,4,2.393,91.188
5,3.648,91.274,8,4.152,91.197,4,4.428,91.189,4,2.215,91.303,3,2.31,91.184
5,2.872,91.089,14,2.692,91.211,17,2.345,91.146,4,2.31,91.166,5,5.194,91.179
5,5.297,91.183,5,2.303,91.189,7,2.453,91.194,4,2.351,91.111,5,2.342,91.278
2,2.531,91.195,8,3.763,91.167,4,5.585,91.317,3,3.853,91.233,4,2.431,91.16
4,2.217,91.205,7,2.413,91.211,3,2.32,91.313,3,4.542,91.24,4,4.038,91.227
4,2.276,91.257,8,2.515,91.164,4,2.63,91.125,4,2.702,91.108,4,2.816,91.017
2,4.489,91.189,8,4.325,91.216,4,2.629,91.111,3,2.203,91.201,5,2.93,91.091
4,3.226,91.193,8,4.24,91.188,4,2.346,91.201,3,4.923,91.152,4,5.352,91.313
4,2.376,91.146,5,2.408,91.036,7,3.469,91.207,3,4.057,91.213,4,3.721,91.132
4,5.107,91.178,8,4.028,91.127,4,3.823,91.197,3,2.54,91.263,4,3.152,91.136
5,2.648,91.121,14,3.619,91.153,17,3.708,91.128,4,5.243,91.229,5,5.392,91.19
5,2.219,91.212,3,3.249,91.217,2,3.904,91.195,4,2.339,91.137,4,3.86,91.146
2,5.811,91.148,8,2.656,91.143,4,2.783,91.216,3,2.528,91.188,5,2.335,91.144
4,2.522,91.197,8,2.452,91.196,4,3.963,91.206,3,4.433,91.048,4,2.253,91.187
4,2.196,91.154,8,4.211,91.158,4,3.82,91.174,3,2.758,91.222,4,4.759,91.272
4,4.46,91.168,14,6.3,91.171,17,3.475,91.182,1,2.316,91.198,4,2.507,91.204
4,2.633,91.206,6,2.382,91.214,14,4.973,91.176,4,4.679,91.179,4,3.805,91.109
2,3.828,91.146,8,3.959,91.182,4,2.273,91.182,3,2.269,91.188,4,4.608,91.187
5,4.299,91.113,14,2.831,91.23,18,3.53,91.21,1,2.988,91.095,4,2.278,91.205
4,4.034,91.21,15,4.826,91.202,11,4.138,91.246,4,2.67,91.163,4,2.371,91.208
5,4.182,91.114,14,2.42,91.15,17,2.807,91.152,4,3.817,91.205,5,4.424,91.172
4,3.868,91.185,8,2.269,91.213,4,2.389,91.212,3,2.256,91.186,4,3.921,91.132
2,2.403,91.195,8,4.695,91.275,4,4.04,91.185,3,2.269,91.16,5,2.28,91.171
4,2.307,91.234,8,3.71,91.104,4,2.432,91.091,3,4.391,91.175,4,3.928,91.157
4,3.954,91.291,15,2.29,91.121,11,2.436,91.242,4,3.037,91.273,5,2.26,91.205
4,2.29,91.136,6,3.766,91.279,14,3.891,91.19,4,2.31,91.189,3,2.463,91.313
5,2.286,91.21,8,3.744,91.193,4,2.741,91.099,4,4.866,91.176,4,4.778,91.222
4,2.53,91.206,8,2.442,91.223,4,2.632,91.242,3,3.869,91.175,5,2.285,91.146
4,5.4,91.218,15,5.817,91.154,11,3.799,91.14,2,3.868,91.261,5,3.74,91.138
4,2.805,91.198,8,2.398,91.232,4,2.503,91.094,3,4.691,91.098,5,3.539,91.235
4,2.391,91.217,7,2.733,91.229,3,2.465,91.17,3,2.405,91.249,4,2.447,91.207
4,4.977,91.161,8,4.092,91.241,4,2.248,91.128,4,2.497,91.243,3,2.251,91.23
4,3.585,91.218,5,3.881,91.267,7,5.599,91.123,3,2.595,91.246,4,2.393,91.187
4,2.296,91.113,8,4.116,91.23,4,4.181,91.205,3,3.643,91.125,4,3.035,91.225
4,3.965,91.229,8,4.306,91.161,4,2.547,91.204,3,2.438,91.231,5,2.228,91.188
2,2.267,91.235,15,2.493,91.243,11,5.095,91.146,2,5.082,91.193,4,3.81,91.119
4,2.371,91.146,14,2.444,91.274,17,2.396,91.158,1,4.147,91.268,4,2.588,91.223
5,4.411,91.253,14,2.604,91.215,18,2.411,91.173,1,2.453,91.103,4,2.225,91.157
4,2.384,91.173,8,2.759,91.201,4,3.831,91.262,3,4.229,91.142,5,4.004,91.14
4,2.27,91.248,8,2.488,91.225,4,2.336,91.211,3,2.294,91.167,5,4.547,91.188
2,3.945,91.157,3,2.666,91.158,2,2.437,91.169,1,2.281,91.261,3,2.458,91.234
2,2.787,91.224,14,5.482,91.227,17,4.111,91.188,3,3.688,91.222,5,4.211,91.104
5,3.635,91.245,15,4.458,91.212,13,3.918,91.23,4,2.537,91.131,3,5.675,91.225
5,5.326,91.21,7,2.404,91.15,3,3.69,91.164,4,3.0,91.234,4,2.382,91.143
5,2.439,91.215,14,4.829,91.176,17,4.285,91.111,4,2.342,91.188,2,3.74,91.182
4,2.403,91.166,8,2.355,91.162,4,2.54,91.275,3,4.442,91.181,4,4.212,91.129
2,2.39,91.188,8,2.366,91.167,4,2.296,91.231,3,2.262,91.09,5,2.435,91.176
2,2.234,91.122,8,5.399,91.196,4,5.37,91.282,3,4.191,91.163,4,3.624,91.164
4,2.488,91.283,8,2.866,91.248,4,2.379,91.191,3,3.927,91.286,4,4.449,91.156
5,2.431,91.156,6,2.349,91.204,6,2.571,91.222,4,3.815,91.125,5,3.158,91.258
4,5.47,91.2,8,2.581,91.19,4,5.501,91.114,3,2.256,91.185,4,2.756,91.127
5,4.041,91.234,14,3.708,91.15,17,2.37,91.149,4,4.997,91.105,3,3.569,91.129
5,4.15,91.181,15,4.109,91.161,11,4.105,91.156,4,2.767,91.136,3,2.27,91.233
4,4.722,91.161,8,3.961,91.226,4,3.815,91.217,3,2.41,91.181,4,3.569,91.229
5,3.756,91.18,14,2.264,91.12,17,4.977,91.247,4,5.51,91.242,4,2.436,91.194
4,3.964,91.211,8,3.864,91.115,4,2.452,91.151,3,3.996,91.131,5,2.381,91.267
5,4.399,91.164,8,3.945,91.215,4,2.649,91.221,4,3.734,91.135,3,2.677,91.159
5,2.553,91.232,8,2.326,91.201,4,5.044,91.184,1,3.904,91.103,4,3.623,91.189
5,3.813,91.173,5,3.89,91.177,7,4.189,91.181,4,4.189,91.182,4,4.939,91.171
4,5.765,91.168,8,2.253,91.252,4,3.583,91.13,3,3.816,91.202,4,4.096,91.143
2,3.925,91.231,8,4.983,91.216,4,3.973,91.118,3,2.724,91.132,4,2.505,91.2
4,2.385,91.259,8,4.048,91.315,4,4.032,91.182,3,4.141,91.164,4,2.588,91.222
2,4.468,91.131,8,2.405,91.113,4,3.863,91.234,3,2.239,91.22,5,2.64,91.225
2,2.27,91.214,8,5.416,91.165,4,4.167,91.176,3,2.346,91.181,5,2.462,91.125
4,2.616,91.131,15,2.405,91.147,12,2.403,91.166,4,3.931,91.141,3,6.336,91.182
4,5.259,91.183,8,3.493,91.167,4,2.606,91.155,3,2.368,91.176,4,2.324,91.037
4,2.248,91.182,6,3.857,91.18,14,4.462,91.198,1,2.829,91.091,4,2.481,91.2
2,2.253,91.152,8,3.329,91.151,4,2.634,91.13,3,5.904,91.15,4,5.622,91.177
4,2.445,91.13,6,2.659,91.181,5,3.034,91.195,3,2.371,91.224,4,2.802,91.223
4,5.386,91.197,8,2.684,91.193,4,2.499,91.232,3,2.496,91.135,5,4.143,91.228
2,4.088,91.228,15,2.231,91.223,11,2.362,91.102,2,4.732,91.151,3,4.397,91.19
5,2.57,91.122,14,3.276,91.188,18,2.889,91.158,4,2.398,91.044,3,2.302,91.176
4,4.423,91.129,8,4.651,91.197,4,2.336,91.179,4,2.454,91.206,4,2.309,91.229
4,3.871,91.112,8,4.059,91.223,4,5.243,91.208,3,3.525,91.247,4,2.313,91.171
2,3.928,91.21,8,3.784,91.07,4,3.884,91.156,3,2.477,91.195,4,2.588,91.222
4,4.435,91.217,3,3.725,91.148,2,3.338,91.199,3,3.979,91.17,4,2.654,91.159
4,2.604,91.211,8,2.463,91.086,4,5.384,91.247,3,4.44,91.15,4,2.343,91.254
4,2.259,91.244,14,2.33,91.126,18,3.895,91.206,3,2.372,91.109,4,4.674,91.217
5,5.896,91.175,14,2.457,91.178,17,2.377,91.178,1,3.224,91.178,4,2.431,91.236
4,2.356,91.256,8,2.508,91.18,4,3.728,91.087,3,5.787,91.206,5,3.864,91.224
4,3.85,91.103,8,2.235,91.199,4,4.038,91.128,3,4.122,91.126,4,4.538,91.252
5,5.585,91.159,13,2.777,91.184,18,2.234,91.187,4,2.236,91.197,4,2.493,91.117
2,2.481,91.118,14,3.936,91.219,17,4.409,91.144,3,2.337,91.165,4,2.481,91.11
4,2.255,91.224,7,2.285,91.111,3,2.474,91.198,3,2.346,91.021,4,4.626,91.057
4,4.711,91.167,8,2.91,91.191,4,2.259,91.236,3,2.595,91.173,4,2.442,91.116
5,4.247,91.153,1,5.52,91.18,1,4.355,91.164,4,3.714,91.186,3,4.021,91.217
5,3.92,91.168,14,2.492,91.203,17,2.69,91.134,4,3.953,91.129,4,3.961,91.219
4,2.853,91.209,3,2.692,91.032,2,2.849,91.11,3,2.465,91.236,3,4.092,91.241
5,2.26,91.22,14,4.358,91.123,17,4.027,91.153,4,2.497,91.177,4,2.506,91.187
4,2.421,91.08,8,2.814,91.126,4,2.404,91.229,3,4.991,91.185,4,3.995,91.188
5,2.371,91.15,14,4.16,91.222,18,2.51,91.143,4,2.346,91.184,4,2.527,91.171
2,4.972,91.162,8,3.949,91.199,4,2.234,91.181,3,2.415,91.223,4,2.4,91.182
4,2.226,91.1,7,2.243,91.164,3,2.573,91.215,3,5.591,91.29,4,4.844,91.174
4,2.747,91.271,8,3.717,91.222,4,2.583,91.161,3,2.264,91.108,5,2.265,91.201
2,3.962,91.304,8,5.624,91.214,4,2.384,91.15,3,2.32,91.207,4,2.335,91.121
5,2.272,91.163,8,4.052,91.195,4,4.952,91.213,4,5.655,91.112,2,2.69,91.038
4,2.344,91.159,5,2.321,91.212,10,2.265,91.175,3,2.302,91.118,4,2.343,91.122
5,3.536,91.167,15,4.02,91.208,11,4.242,91.1,4,2.467,91.074,4,4.069,91.214
5,2.332,91.093,8,2.469,91.285,4,4.74,91.224,4,4.276,91.21,3,2.264,91.219
4,2.302,91.193,8,2.469,91.16,4,4.336,91.26,3,2.418,91.241,4,5.154,91.221
4,4.237,91.176,14,2.904,91.206,18,2.863,91.142,3,3.933,91.167,4,2.36,91.184
5,2.463,91.067,14,2.415,91.182,18,4.35,91.157,1,6.114,91.218,4,3.917,91.187
2,3.918,91.25,8,2.81,91.2,4,2.454,91.073,3,2.299,91.126,4,4.737,91.157
4,4.551,91.252,8,2.37,91.243,4,2.191,91.183,3,4.41,91.189,4,2.262,91.25
5,3.823,91.2,14,5.364,91.195,17,5.445,91.257,4,2.204,91.199,4,4.143,91.257
2,2.333,91.19,14,2.319,91.167,17,2.403,91.213,2,3.705,91.181,4,4.827,91.137
2,5.12,91.203,15,2.595,91.207,11,2.446,91.22,2,2.492,91.14,3,3.163,91.173
2,2.771,91.203,8,4.905,91.146,4,5.241,91.172,3,4.413,91.133,4,4.389,91.235
5,2.314,91.162,8,4.159,91.164,4,3.818,91.23,4,5.572,91.155,2,3.973,91.19
2,2.353,91.207,5,2.235,91.204,7,2.322,91.225,3,2.416,91.115,4,2.332,91.234
5,2.368,91.162,8,4.483,91.183,4,4.125,91.114,4,2.993,91.144,3,2.218,91.173
5,2.389,91.267,15,2.309,91.14,11,2.351,91.151,4,4.562,91.225,4,5.72,91.19
5,3.59,91.014,4,2.389,91.154,8,2.567,91.156,4,2.595,91.148,3,2.487,91.223
5,3.794,91.152,14,4.221,91.229,17,2.229,91.133,4,2.285,91.256,3,2.4,91.071
2,2.365,91.226,8,2.96,91.133,4,2.413,91.123,3,4.99,91.121,4,4.215,91.224
2,2.599,91.188,8,2.46,91.087,4,2.384,91.212,3,2.353,91.097,3,2.331,91.216
4,4.841,91.244,4,3.912,91.24,8,2.274,91.16,3,2.228,91.249,4,2.474,91.219
4,2.589,91.139,15,4.105,91.151,11,4.839,91.23,4,2.595,91.123,3,2.391,91.247
4,3.755,91.202,8,2.567,91.221,4,2.288,91.193,3,2.279,91.123,5,3.936,91.128
2,4.438,91.224,8,4.053,91.247,4,3.543,91.165,3,2.732,91.09,4,2.324,91.168
4,4.259,91.16,6,2.399,91.145,5,5.656,91.098,3,4.254,91.071,4,2.511,91.094
2,2.34,91.161,8,3.187,91.169,4,2.476,91.215,3,2.224,91.182,4,2.588,91.225
4,2.604,91.145,8,3.687,91.146,4,2.243,91.212,3,2.187,91.131,5,2.447,91.126
5,2.449,91.28,3,4.955,91.251,2,4.331,91.189,1,2.6,91.097,4,2.235,91.104
5,2.202,91.175,8,2.403,91.124,4,4.018,91.099,4,3.729,91.121,2,5.065,91.181
5,2.303,91.153,14,2.225,91.211,17,2.291,91.108,4,2.347,91.087,4,3.822,91.163
2,4.185,91.24,14,5.672,91.126,17,4.071,91.22,2,2.394,91.194,5,2.298,91.206
5,2.446,91.122,15,2.183,91.179,13,2.521,91.19,4,4.879,91.129,4,4.554,91.131
4,2.311,91.23,6,2.281,91.187,14,2.322,91.232,3,2.292,91.146,5,2.303,91.23
5,2.385,91.121,6,3.299,91.175,14,5.435,91.207,4,3.469,91.187,4,3.759,91.146
4,2.381,91.138,7,2.319,91.024,3,2.45,91.2,3,4.969,91.186,4,4.373,91.141
4,2.471,91.147,8,3.943,91.154,4,2.511,91.199,3,2.504,91.226,4,2.297,91.165
5,4.191,91.207,14,4.145,91.124,17,2.524,91.175,4,3.178,91.175,3,2.384,91.153
2,2.517,91.218,15,2.391,91.249,11,2.622,91.151,2,4.892,91.146,4,4.469,91.195
5,2.675,91.139,14,2.519,91.155,17,2.402,91.252,4,2.542,91.287,3,2.432,91.168
2,4.068,91.166,4,4.231,91.194,8,2.44,91.22,3,2.422,91.177,4,2.253,91.12
4,2.266,91.156,1,2.216,91.117,1,4.816,91.149,1,5.428,91.176,4,2.588,91.141
2,2.638,91.179,15,2.252,91.184,11,2.195,91.232,3,2.258,91.125,4,2.405,91.243
5,5.46,91.102,8,3.578,91.151,4,2.511,91.122,4,2.408,91.12,3,3.805,91.227
2,2.25,91.106,8,2.299,91.059,4,4.146,91.09,3,3.856,91.174,5,3.641,91.217
4,2.797,91.11,15,2.503,91.242,9,2.621,91.256,4,2.431,91.187,2,6.072,91.222
2,3.378,91.187,8,2.223,91.189,4,2.299,91.151,3,2.424,91.241,5,2.396,91.121
4,2.244,91.143,8,2.402,91.266,4,4.832,91.126,3,4.254,91.152,4,2.663,91.115
5,2.285,91.187,3,2.361,91.243,2,2.283,91.135,1,2.32,91.235,4,5.028,91.144
4,4.662,91.217,8,2.324,91.108,4,3.05,91.205,3,3.544,91.28,5,2.95,91.188
5,2.809,91.133,14,5.305,91.061,17,3.39,91.136,4,2.492,91.192,4,2.339,91.109
4,2.555,91.05,14,2.233,91.228,17,2.357,91.248,3,2.603,91.22,4,5.138,91.256
2,4.189,91.212,8,4.046,91.334,4,2.457,91.185,3,2.583,91.094,4,2.553,91.226
4,3.925,91.247,8,5.007,91.238,4,4.236,91.148,3,3.351,91.115,5,3.843,91.267
5,2.267,91.081,14,2.356,91.262,17,4.373,91.264,4,5.776,91.185,4,3.694,91.226
2,3.891,91.259,8,3.103,91.183,4,2.767,91.075,3,2.32,91.369,5,2.446,91.139
2,2.477,91.19,8,5.516,91.159,4,4.17,91.196,3,3.969,91.191,4,2.52,91.182
4,2.321,91.231,8,2.42,91.163,4,2.353,91.229,3,6.049,91.24,4,5.672,91.11
5,2.736,91.215,8,3.888,91.16,4,3.55,91.146,4,2.546,91.2,4,4.017,91.173
5,4.87,91.231,14,2.374,91.142,17,2.425,91.139,4,2.426,91.177,4,2.197,91.252
5,2.304,91.129,14,2.35,91.227,17,2.494,91.214,4,4.653,91.252,4,5.595,91.209
2,2.393,91.158,14,2.268,91.185,17,2.332,91.049,3,3.998,91.191,2,2.368,91.204
2,4.559,91.08,8,5.729,91.149,4,4.032,91.155,3,3.626,91.186,4,3.307,91.174
5,3.622,91.156,5,2.361,91.243,7,5.046,91.174,4,4.183,91.246,3,2.418,91.152
5,2.481,91.114,15,2.222,91.21,12,3.739,91.207,4,2.388,91.164,5,2.367,91.217
5,5.517,91.079,5,3.63,91.098,7,2.304,91.18,4,4.056,91.198,5,4.163,91.28
4,2.774,91.217,8,2.487,91.167,4,5.184,91.145,3,5.6,90.994,4,4.151,91.207
5,3.9,91.196,14,3.865,91.236,17,4.252,91.152,4,2.98,91.144,3,4.624,91.139
5,4.4,91.11,3,2.579,91.084,2,2.83,91.1,4,2.4,91.053,3,2.588,91.245
4,3.793,91.186,8,4.255,91.179,4,4.875,91.262,1,3.813,91.164,2,3.997,91.19
5,2.299,91.22,3,2.22,91.164,2,4.052,91.152,4,4.407,91.116,5,5.516,91.153
2,4.682,91.174,15,2.36,91.224,11,2.327,91.141,3,3.714,91.204,1,2.858,91.171
4,2.396,91.192,15,4.984,91.201,11,4.261,91.212,4,2.243,91.199,5,3.925,91.211
5,2.374,91.258,14,2.261,91.18,17,3.71,91.15,4,2.847,91.201,3,4.788,91.15
4,4.047,91.271,8,3.103,91.142,4,2.532,91.23,1,2.214,91.164,4,2.275,91.223
5,2.476,91.196,14,4.048,91.129,17,4.347,91.12,4,3.633,91.156,3,2.422,91.179
2,2.534,91.138,5,2.236,91.143,10,4.298,91.11,3,5.031,91.235,4,5.783,91.084
4,4.435,91.152,8,2.35,91.107,4,2.3,91.066,4,2.353,91.16,5,2.25,91.284
5,5.036,91.277,14,4.61,91.16,17,3.856,91.299,4,2.359,91.218,4,2.93,91.287
4,4.078,91.091,6,3.982,91.163,5,2.763,91.21,3,4.903,91.117,4,2.588,91.207
5,2.349,91.236,1,3.666,91.078,1,3.52,91.21,4,2.42,91.202,3,2.264,91.221
5,4.57,91.144,8,5.607,91.227,4,4.464,91.251,4,4.463,91.147,4,2.42,91.267
2,2.27,91.177,14,2.302,91.1,17,4.81,91.224,3,4.32,91.251,4,2.211,91.186
4,2.455,91.13,15,3.928,91.219,9,2.469,91.157,4,2.64,91.138,4,2.781,91.21
2,4.914,91.103,14,4.843,91.185,17,4.019,91.17,3,2.463,91.123,5,2.639,91.197
2,2.482,91.126,5,3.845,91.167,7,4.738,91.114,3,4.026,91.12,4,3.023,91.118
5,2.433,91.192,15,2.245,91.153,9,2.387,91.151,4,4.23,91.182,5,6.438,91.18
2,3.08,91.17,8,2.435,91.132,4,2.417,91.131,3,2.283,91.214,4,2.481,91.179
4,2.396,91.183,1,2.433,91.117,1,3.873,91.285,3,3.791,91.157,4,2.405,91.141
4,2.581,91.142,14,2.383,91.114,17,2.472,91.177,4,2.873,91.085,2,5.663,91.202
5,3.94,91.188,14,2.705,91.229,17,3.952,91.113,4,3.726,91.171,4,2.936,91.156
5,2.38,91.113,14,4.479,91.121,17,5.017,91.226,4,2.708,91.085,5,3.924,91.216
2,2.441,91.104,8,2.366,91.152,4,2.284,91.198,3,2.3,91.11,3,4.919,91.035
4,4.158,91.135,8,2.375,91.232,4,2.377,91.116,4,3.461,91.238,3,2.634,91.252
4,2.292,91.171,8,4.629,91.171,4,3.029,91.139,3,2.346,91.152,5,2.235,91.224
5,2.367,91.086,14,4.099,91.183,17,2.392,91.205,4,5.954,91.272,4,4.057,91.173
4,2.334,91.209,8,2.422,91.195,4,2.381,91.244,3,2.266,91.185,4,2.427,91.159
2,3.038,91.139,15,3.637,91.171,11,4.006,91.236,3,2.695,91.3,2,2.449,91.11
4,2.443,91.164,5,2.277,91.205,7,2.283,91.127,3,5.598,91.115,4,3.493,91.325
5,2.326,91.168,14,2.357,91.262,17,2.401,91.198,4,2.421,91.172,4,4.124,91.179
2,5.296,91.223,8,4.769,91.176,4,2.445,91.105,3,2.349,91.119,4,2.643,91.187
5,2.349,91.221,5,2.334,91.261,7,2.329,91.188,4,4.602,91.262,4,4.245,91.197
2,2.401,91.124,8,2.195,91.17,4,2.699,91.18,3,2.81,91.145,5,2.419,91.144
2,4.432,91.255,1,4.252,91.145,1,3.926,91.275,3,2.775,91.175,4,2.414,91.244
4,2.68,91.28,6,2.329,91.177,14,5.987,91.203,4,3.923,91.184,4,2.39,91.162
5,2.236,91.183,14,3.934,91.292,17,3.866,91.188,4,4.027,91.225,3,3.964,91.232
2,5.799,91.242,3,3.966,91.114,2,2.353,91.154,3,2.345,91.122,3,2.563,91.171
4,2.28,91.179,15,2.358,91.157,12,2.634,91.121,4,5.145,91.225,4,2.867,91.244
5,2.596,91.167,8,2.478,91.119,4,2.385,91.165,4,3.643,91.189,5,5.516,91.248
4,4.433,91.125,6,2.358,91.121,5,2.523,91.21,3,3.296,91.174,3,2.646,91.237
3,2.305,91.188,15,2.257,91.174,11,4.125,91.182,4,4.203,91.244,4,2.872,91.323
4,6.676,91.204,7,2.311,91.236,3,2.305,91.197,3,4.075,91.212,4,4.895,91.154
5,5.202,91.172,6,4.039,91.185,6,2.383,91.227,4,2.209,91.137,5,2.373,91.224
4,2.506,91.167,8,3.521,91.265,4,3.991,91.257,4,4.097,91.146,4,2.291,91.164
4,2.402,91.166,1,2.291,91.322,1,2.274,91.245,2,2.273,91.202,4,5.129,91.103
2,4.352,91.232,8,4.449,91.129,4,2.877,91.152,3,2.743,91.157,3,3.816,91.253
4,4.06,91.163,8,5.144,91.174,4,4.491,91.214,3,4.197,91.16,5,2.861,91.18
2,2.474,91.131,8,2.181,91.283,4,3.662,91.212,3,2.595,91.151,4,4.304,91.179
4,2.355,91.142,7,2.34,91.142,3,2.29,91.152,3,2.649,91.064,4,2.312,91.173
5,2.342,91.17,4,4.554,91.231,8,5.464,91.118,4,2.595,91.18,4,3.568,91.23
4,3.672,91.217,8,2.543,91.115,4,2.335,91.268,3,5.325,91.23,5,4.416,91.193
4,3.827,91.151,15,3.627,91.219,11,2.406,91.162,4,3.523,91.166,3,3.682,91.17
4,2.604,91.206,15,3.336,91.196,11,3.496,91.167,3,4.341,91.134,3,2.438,91.243
5,3.945,91.157,3,3.694,91.34,2,5.039,91.147,4,4.39,91.088,5,4.102,91.234
4,2.473,91.162,8,4.504,91.073,4,2.249,91.176,3,2.332,91.149,3,2.304,91.162
4,4.853,91.188,8,3.709,91.222,4,2.579,91.166,3,2.345,91.197,4,2.227,91.184
4,2.322,91.058,8,2.375,91.137,4,5.753,91.203,3,4.163,91.104,3,2.394,91.192
2,2.387,91.145,8,2.325,91.261,4,2.251,91.095,3,2.328,91.182,4,2.256,91.271
4,2.604,91.129,14,4.008,91.209,17,2.457,91.176,3,2.289,91.185,3,4.044,91.194
4,2.464,91.116,5,2.344,91.099,7,4.766,91.202,3,3.863,91.237,4,2.317,91.213
4,2.748,91.133,6,2.245,91.223,5,3.89,91.146,3,2.302,91.264,4,5.213,91.186
2,2.604,91.138,3,3.296,91.2,2,3.644,91.152,1,2.265,91.141,4,4.164,91.236
4,3.612,91.159,7,4.988,91.149,3,2.424,91.243,3,2.209,91.094,4,2.457,91.161
5,2.411,91.105,15,4.324,91.161,9,2.623,91.223,4,2.223,91.066,5,4.443,91.112
4,4.165,91.143,1,3.719,91.172,1,3.656,91.166,4,3.041,91.142,2,2.561,91.132
5,2.278,91.117,15,3.568,91.24,9,4.51,91.139,4,2.22,91.146,4,2.454,91.146
5,2.238,91.253,15,3.527,91.217,9,2.389,91.169,4,4.743,91.135,4,4.434,91.112
2,2.413,91.108,8,2.207,91.163,4,2.258,91.161,3,2.422,91.221,4,2.315,91.145
2,2.475,91.123,14,3.994,91.19,17,4.67,91.15,3,2.382,91.249,3,2.296,91.136
4,2.28,91.12,7,2.288,91.167,3,2.521,91.1,3,3.786,91.123,4,4.711,91.146
4,2.557,91.115,8,2.588,91.191,4,2.309,91.104,3,2.245,91.203,5,2.296,91.19
